Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
rgl,/usr/local/lib/R/site-library,0.100.30,NA,R (>= 3.2.0),"graphics, grDevices, stats, utils, htmlwidgets, htmltools,
knitr, jsonlite (>= 0.9.20), shiny, magrittr, crosstalk,
manipulateWidget (>= 0.9.0)",NA,"MASS, rmarkdown, deldir, orientlib, lattice, misc3d,
rstudioapi, magick, plotrix (>= 3.7-3), tripack, interp,
alphashape3d",NA,GPL,NA,NA,NA,NA,yes,3.6.1
RgoogleMaps,/usr/local/lib/R/site-library,1.4.4,NA,R (>= 2.10),"graphics, stats, utils, grDevices, methods, png",NA,"PBSmapping, maptools, sp, loa, RColorBrewer, leaflet",NA,GPL,NA,NA,NA,NA,no,3.6.1
rhdf5,/usr/local/lib/R/site-library,2.28.0,NA,"R (>= 3.5.0), methods",Rhdf5lib (>= 1.3.2),Rhdf5lib,"bit64, BiocStyle, knitr, rmarkdown, testthat, microbenchmark,
dplyr, ggplot2",NA,Artistic-2.0,NA,NA,NA,NA,yes,3.6.1
Rhdf5lib,/usr/local/lib/R/site-library,1.6.0,NA,NA,NA,NA,"BiocStyle, knitr, rmarkdown",NA,Artistic-2.0,NA,NA,NA,NA,yes,3.6.1
Rhtslib,/usr/local/lib/R/site-library,1.16.1,NA,NA,zlibbioc,zlibbioc,"BiocStyle, knitr",NA,LGPL (>= 2),NA,NA,NA,NA,yes,3.6.1
rich,/usr/local/lib/R/site-library,1.0.1,NA,R (>= 3.1.0),"vegan, boot",NA,"knitr, gplots, rmarkdown",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
rio,/usr/local/lib/R/site-library,0.5.16,NA,R (>= 2.15.0),"tools, stats, utils, foreign, haven (>= 1.1.0), curl (>= 0.6),
data.table (>= 1.9.8), readxl (>= 0.1.1), openxlsx, tibble",NA,"datasets, bit64, testthat, knitr, magrittr, clipr, csvy,
feather, fst, hexView, jsonlite, readODS (>= 1.6.4), readr,
rmatio, xml2 (>= 1.2.0), yaml",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
ritis,/usr/local/lib/R/site-library,0.7.6,NA,NA,"solrium (>= 1.0.2), crul (>= 0.4.0), jsonlite (>= 1.5),
data.table (>= 1.9.6), tibble (>= 1.3.4)",NA,"roxygen2 (>= 6.1.1), knitr, testthat, webmockr, vcr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
rjags,/usr/local/lib/R/site-library,4-6,NA,"R (>= 2.14.0), coda (>= 0.13)",NA,NA,tcltk,NA,GPL (== 2),NA,NA,NA,NA,yes,3.4.1
rjson,/usr/local/lib/R/site-library,0.2.20,NA,R (>= 3.1.0),NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
RJSONIO,/usr/local/lib/R/site-library,1.3-1.2,NA,NA,methods,NA,NA,NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.1
rlang,/usr/local/lib/R/site-library,0.4.0,NA,R (>= 3.2.0),NA,NA,"covr, crayon, magrittr, methods, pillar, rmarkdown, testthat
(>= 2.0.0)",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
rlecuyer,/usr/local/lib/R/site-library,0.3-4,NA,NA,NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
RLRsim,/usr/local/lib/R/site-library,3.1-3,NA,R (>= 2.14.0),"Rcpp (>= 0.11.1), lme4 (>= 1.1), mgcv, nlme",Rcpp,NA,"SemiPar, lmerTest",GPL,NA,NA,NA,NA,yes,3.6.1
rmarkdown,/usr/local/lib/R/site-library,1.15,NA,R (>= 3.0),"tools, utils, knitr (>= 1.22), yaml (>= 2.1.19), htmltools (>=
0.3.5), evaluate (>= 0.13), base64enc, jsonlite, mime, tinytex
(>= 0.11), xfun, methods, stringr (>= 1.2.0)",NA,"shiny (>= 0.11), tufte, testthat, digest, dygraphs, tibble,
fs, pkgdown, callr (>= 2.0.0)",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
rmeta,/usr/local/lib/R/site-library,3.0,NA,NA,"grid, stats, graphics",NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.1
rncl,/usr/local/lib/R/site-library,0.8.3,NA,R (>= 3.1.1),"Rcpp (>= 0.11.0), progress (>= 1.1.2), stats","Rcpp, progress","testthat, ape",NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.1
rngtools,/usr/local/lib/R/site-library,1.4,NA,"R (>= 3.2.0), methods, pkgmaker (>= 0.20)","stringr, digest, utils, stats, parallel",NA,"covr, RUnit, testthat",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
robumeta,/usr/local/lib/R/site-library,2.0,NA,NA,NA,NA,"clubSandwich, R.rsp",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
robustbase,/usr/local/lib/R/site-library,0.93-5,NA,R (>= 3.1.0),"stats, graphics, utils, methods, DEoptimR",NA,"grid, MASS, lattice, boot, cluster, Matrix, robust,
fit.models, MPV, xtable, ggplot2, GGally, RColorBrewer,
reshape2, sfsmisc, catdata, doParallel, foreach, skewt",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
rockchalk,/usr/local/lib/R/site-library,1.8.144,NA,R (>= 2.10),"grDevices, methods, lme4, carData, MASS, kutils",NA,"tables, Hmisc, car",NA,GPL (>= 3.0),NA,NA,NA,NA,no,3.6.1
ROCR,/usr/local/lib/R/site-library,1.0-7,NA,"gplots, methods",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
rotl,/usr/local/lib/R/site-library,3.0.9,NA,R (>= 3.1.1),"httr, jsonlite, assertthat (>= 0.1), rncl (>= 0.6.0), ape,
rentrez",NA,"knitr (>= 1.12), rmarkdown (>= 0.7), testthat, RNeXML,
phylobase, MCMCglmm, fulltext (>= 0.1.6), readxl",NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,no,3.6.1
roxygen2,/usr/local/lib/R/site-library,6.1.1,NA,R (>= 3.1),"brew, commonmark, desc (>= 1.2.0), digest, methods, pkgload
(>= 1.0.2), purrr, R6 (>= 2.1.2), Rcpp (>= 0.11.0), stringi,
stringr (>= 1.0.0), utils, xml2",Rcpp,"covr, devtools, knitr, rmarkdown, testthat (>= 0.8.0)",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
rpart.plot,/usr/local/lib/R/site-library,3.0.8,NA,"R (>= 3.4.0), rpart (>= 4.1-10)",NA,NA,earth (>= 5.1.0),NA,GPL-3,NA,NA,NA,NA,no,3.6.1
rprojroot,/usr/local/lib/R/site-library,1.3-2,NA,R (>= 3.0.0),backports,NA,"testthat, mockr, knitr, withr, rmarkdown",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
rPython,/usr/local/lib/R/site-library,0.0-6,NA,RJSONIO (>= 0.7-3),NA,NA,NA,NA,GPL-2,NA,NA,unix,NA,yes,3.6.1
rredis,/usr/local/lib/R/site-library,1.7.0,NA,NA,NA,NA,RUnit,NA,Apache License (>= 2.0),NA,NA,NA,NA,yes,3.6.1
rredlist,/usr/local/lib/R/site-library,0.5.0,NA,NA,"crul (>= 0.3.8), jsonlite (>= 1.1)",NA,"roxygen2 (>= 6.0.1), testthat, webmockr (>= 0.2.6), vcr (>=
0.1.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
Rsamtools,/usr/local/lib/R/site-library,2.0.0,NA,"methods, GenomeInfoDb (>= 1.1.3), GenomicRanges (>= 1.31.8),
Biostrings (>= 2.47.6)","utils, BiocGenerics (>= 0.25.1), S4Vectors (>= 0.17.25),
IRanges (>= 2.13.12), XVector (>= 0.19.7), zlibbioc, bitops,
BiocParallel","Rhtslib (>= 1.15.3), S4Vectors, IRanges, XVector, Biostrings","GenomicAlignments, ShortRead (>= 1.19.10), GenomicFeatures,
TxDb.Dmelanogaster.UCSC.dm3.ensGene, KEGG.db,
TxDb.Hsapiens.UCSC.hg18.knownGene, RNAseqData.HNRNPC.bam.chr14,
BSgenome.Hsapiens.UCSC.hg19, RUnit, BiocStyle",NA,Artistic-2.0 | file LICENSE,NA,NA,NA,NA,yes,3.6.1
RSclient,/usr/local/lib/R/site-library,0.7-3,NA,R (>= 2.7.0),NA,NA,NA,NA,GPL-2 | file LICENSE,NA,NA,NA,NA,yes,3.6.1
rsconnect,/usr/local/lib/R/site-library,0.8.15,NA,R (>= 3.0.0),"curl, jsonlite, openssl, packrat (>= 0.4.8-1), rstudioapi (>=
0.5), yaml (>= 2.1.5)",NA,"RCurl, callr, httpuv, knitr, plumber (>= 0.3.2), reticulate,
rmarkdown (>= 1.1), shiny, sourcetools, testthat, xtable",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
Rserve,/usr/local/lib/R/site-library,1.7-3.1,NA,R (>= 1.5.0),NA,NA,RSclient,NA,GPL-2 | file LICENSE,NA,NA,NA,NA,yes,3.6.1
rsm,/usr/local/lib/R/site-library,2.10,NA,NA,estimability,NA,"emmeans, Vdgraph, conf.design, DoE.base, FrF2",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
RSpectra,/usr/local/lib/R/site-library,0.15-0,NA,R (>= 3.0.2),"Matrix (>= 1.1-0), Rcpp (>= 0.11.5)","Rcpp, RcppEigen (>= 0.3.3.3.0)","knitr, rmarkdown, prettydoc",NA,MPL (>= 2),NA,NA,NA,NA,yes,3.6.1
RSQLite,/usr/local/lib/R/site-library,2.1.2,NA,R (>= 3.1.0),"bit64, blob (>= 1.2.0), DBI (>= 1.0.0), memoise, methods,
pkgconfig, Rcpp (>= 0.12.7)","BH, plogr (>= 0.2.0), Rcpp","DBItest, knitr, rmarkdown, testthat",NA,LGPL (>= 2),NA,NA,NA,NA,yes,3.6.1
rstan,/usr/local/lib/R/site-library,2.19.2,NA,"R (>= 3.4.0), StanHeaders (> 2.18.1), ggplot2 (>= 2.0.0)","methods, stats4, inline, gridExtra (>= 2.0.0), Rcpp (>=
0.12.0), loo (>= 2.0.0), pkgbuild","Rcpp (>= 0.12.0), RcppEigen (>= 0.3.3.3.0), BH (>= 1.69.0),
StanHeaders (> 2.18.1)","RUnit, RcppEigen (>= 0.3.3.3.0), BH (>= 1.66), parallel,
KernSmooth, shinystan (>= 2.3.0), bayesplot (>= 1.5.0),
rmarkdown, rstantools, rstudioapi, Matrix, knitr (>= 1.15.1)",NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.1
rstantools,/usr/local/lib/R/site-library,1.5.1,NA,NA,"stats, utils",NA,"bayesplot (>= 1.5.0), rstan (>= 2.17.2), rstanarm (>=
2.17.4), shinystan (>= 2.4.0), loo (>= 2.0.0), testthat, covr,
knitr, devtools, roxygen2 (>= 6.0.1), rmarkdown, rstudioapi,
usethis (>= 1.3.0)",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.1
rstudioapi,/usr/local/lib/R/site-library,0.10,NA,NA,NA,NA,"testthat, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
rticles,/usr/local/lib/R/site-library,0.10,NA,NA,"utils, rmarkdown, knitr, yaml, tinytex, xfun",NA,"testit, bookdown, xtable",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
RUnit,/usr/local/lib/R/site-library,0.4.32,NA,"R (>= 2.5.0), utils (>= 2.5.0), methods (>= 2.5.0), graphics
(>= 2.5.0)",NA,NA,XML (>= 3.1.0),NA,GPL-2,NA,NA,NA,NA,no,3.6.1
rversions,/usr/local/lib/R/site-library,2.0.0,NA,NA,"curl, xml2 (>= 1.0.0), utils",NA,"mockery, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
rvest,/usr/local/lib/R/site-library,0.3.4,NA,"R (>= 3.2), xml2","httr (>= 0.5), magrittr, selectr",NA,"covr, knitr, png, rmarkdown, spelling, stringi (>= 0.3.1),
testthat",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
RWiener,/usr/local/lib/R/site-library,1.3-1,NA,R (>= 3.0.0),"stats, graphics",NA,MASS,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
S4Vectors,/usr/local/lib/R/site-library,0.22.0,NA,"R (>= 3.3.0), methods, utils, stats, stats4, BiocGenerics (>=
0.23.3)",NA,NA,"IRanges, GenomicRanges, SummarizedExperiment, Matrix,
DelayedArray, ShortRead, graph, data.table, RUnit, BiocStyle",NA,Artistic-2.0,NA,NA,NA,NA,yes,3.6.1
sampleSelection,/usr/local/lib/R/site-library,1.2-6,NA,"R (>= 2.10), maxLik (>= 0.7-3), stats","miscTools (>= 0.6-3), systemfit (>= 1.0-0), Formula (>=
1.1-1), VGAM (>= 1.1-1), mvtnorm (>= 0.9-9994)",NA,"lmtest, Ecdat",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
sandwich,/usr/local/lib/R/site-library,2.5-1,NA,R (>= 2.10.0),"stats, utils, zoo",NA,"AER, car, geepack, lattice, lmtest, MASS, multiwayvcov,
parallel, pcse, plm, pscl, scatterplot3d, stats4, strucchange,
survival",NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.1
scales,/usr/local/lib/R/site-library,1.0.0,NA,R (>= 3.1),"labeling, munsell (>= 0.5), R6, RColorBrewer, Rcpp,
viridisLite",Rcpp,"dichromat, bit64, covr, hms, testthat (>= 2.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
scalreg,/usr/local/lib/R/site-library,1.0.1,NA,"R (>= 2.10), lars",NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.1
scatterplot3d,/usr/local/lib/R/site-library,0.3-41,NA,R (>= 2.7.0),"grDevices, graphics, stats",NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.1
segmented,/usr/local/lib/R/site-library,1.0-0,NA,NA,NA,NA,NA,NA,GPL,NA,NA,NA,NA,no,3.6.1
selectr,/usr/local/lib/R/site-library,0.4-1,NA,R (>= 3.0),"methods, stringr, R6",NA,"testthat, XML, xml2",NA,BSD_3_clause + file LICENCE,NA,NA,NA,NA,no,3.6.1
sem,/usr/local/lib/R/site-library,3.1-9,NA,"R (>= 2.14.0), stats","matrixcalc, MASS, boot, mi (>= 0.9-99), utils",NA,"polycor, MBESS, DiagrammeR",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
seqinr,/usr/local/lib/R/site-library,3.4-5,NA,R (>= 2.10.0),"ade4,segmented",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
seqtime,/usr/local/lib/R/site-library,0.1.1,NA,"R (>= 3.2.1),
igraph,
vegan","deSolve,
FGN,
geigen,
gtools,
MASS,
stinepack,
untb,
tuneR",NA,"ggplot2,
knitr,
infotheo,
WrightFisher,
sde,
reshape2,
pracma,
testthat",NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,NA,3.4.3
seriation,/usr/local/lib/R/site-library,1.2-7,NA,R (>= 2.14.0),"TSP, qap, grid, cluster, gclus, dendextend, colorspace, MASS,
gplots, registry, methods, stats, grDevices",NA,"biclust, testthat, DendSer, GA",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
sessioninfo,/usr/local/lib/R/site-library,1.1.1,NA,NA,"cli, tools, utils, withr",NA,"callr, covr, mockery, testthat",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
sfsmisc,/usr/local/lib/R/site-library,1.1-4,NA,R (>= 3.2.0),"grDevices, methods, utils, stats",NA,"datasets, tcltk, cluster, lattice, MASS, Matrix, nlme, lokern","mgcv, rpart, nor1mix, polycor, sm, tikzDevice",GPL (>= 2),NA,NA,NA,NA,no,3.6.1
shades,/usr/local/lib/R/site-library,1.4.0,NA,NA,NA,NA,"testthat, covr, ggplot2",colorspace,BSD_3_clause + file LICENCE,NA,NA,NA,NA,no,3.6.1
shapefiles,/usr/local/lib/R/site-library,0.7,NA,"R (>= 1.6.0), foreign",NA,NA,NA,NA,GPL,NA,NA,NA,NA,NA,3.6.1
shiny,/usr/local/lib/R/site-library,1.3.2,NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.0), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, digest, htmltools (>= 0.3.6), R6 (>= 2.0),
sourcetools, later (>= 0.7.2), promises (>= 1.0.1), tools,
crayon, rlang",NA,"datasets, Cairo (>= 1.5-5), testthat, knitr (>= 1.6),
markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0), magrittr",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.6.1
shinydashboard,/usr/local/lib/R/site-library,0.7.1,NA,R (>= 3.0),"utils, shiny (>= 1.0.0), htmltools (>= 0.2.6), promises",NA,NA,NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,no,3.6.1
shinyWidgets,/usr/local/lib/R/site-library,0.4.8,NA,R (>= 3.1.0),"shiny (>= 0.14), htmltools, jsonlite, grDevices, scales",NA,"shinydashboard, viridisLite, RColorBrewer, testthat, covr,
shinydashboardPlus, bs4Dash, argonR, argonDash",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.6.1
ShortRead,/usr/local/lib/R/site-library,1.42.0,NA,"BiocGenerics (>= 0.23.3), BiocParallel, Biostrings (>=
2.47.6), Rsamtools (>= 1.31.2), GenomicAlignments (>= 1.15.6)","Biobase, S4Vectors (>= 0.17.25), IRanges (>= 2.13.12),
GenomeInfoDb (>= 1.15.2), GenomicRanges (>= 1.31.8), hwriter,
methods, zlibbioc, lattice, latticeExtra,","S4Vectors, IRanges, XVector, Biostrings","BiocStyle, RUnit, biomaRt, GenomicFeatures, yeastNagalakshmi",NA,Artistic-2.0,NA,NA,NA,NA,yes,3.6.1
signal,/usr/local/lib/R/site-library,0.7-6,NA,R (>= 2.14.0),"MASS, graphics, grDevices, stats, utils",NA,pracma,NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
SkewHyperbolic,/usr/local/lib/R/site-library,0.4-0,NA,R (>= 3.0.1),"grDevices, graphics, stats, DistributionUtils,
GeneralizedHyperbolic",NA,RUnit,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
slam,/usr/local/lib/R/site-library,0.1-45,NA,R (>= 3.4.0),stats,NA,NA,"Matrix, SparseM, spam",GPL-2,NA,NA,NA,NA,yes,3.6.1
Sleuth2,/usr/local/lib/R/site-library,2.0-5,NA,R (>= 3.5.0),NA,NA,"lattice, knitr, MASS, agricolae, car, gmodels, leaps, mosaic",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
sm,/usr/local/lib/R/site-library,2.2-5.6,NA,R (>= 3.1.0),NA,NA,"rgl, misc3d, akima, gam, tkrplot, rpanel (>= 1.1-4), tcltk",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
sna,/usr/local/lib/R/site-library,2.4,NA,"R (>= 2.0.0), utils, statnet.common, network",NA,NA,"rgl, numDeriv, SparseM",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
snow,/usr/local/lib/R/site-library,0.4-3,NA,"R (>= 2.13.1), utils",NA,NA,"Rmpi,rlecuyer,nws",NA,GPL,NA,NA,NA,NA,no,3.6.1
SnowballC,/usr/local/lib/R/site-library,0.6.0,NA,NA,NA,NA,NA,NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.1
snowfall,/usr/local/lib/R/site-library,1.84-6.1,NA,"R (>= 2.10), snow",NA,NA,Rmpi,NA,GPL,NA,NA,NA,NA,no,3.6.1
snowFT,/usr/local/lib/R/site-library,1.6-0,NA,"R (>= 3.0-0), rlecuyer","parallel, snow (>= 0.4)",NA,Rmpi,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
solrium,/usr/local/lib/R/site-library,1.0.2,NA,NA,"utils, dplyr (>= 0.5.0), plyr (>= 1.8.4), crul (>= 0.4.0),
xml2 (>= 1.0.0), jsonlite (>= 1.0), tibble (>= 1.4.2), R6",NA,"roxygen2 (>= 6.0.1), testthat, knitr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
som,/usr/local/lib/R/site-library,0.3-5.1,NA,R (>= 2.10),NA,NA,NA,NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.1
sourcetools,/usr/local/lib/R/site-library,0.1.7,NA,R (>= 3.0.2),NA,NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
sp,/usr/local/lib/R/site-library,1.3-1,NA,"R (>= 3.0.0), methods","utils, stats, graphics, grDevices, lattice, grid",NA,"RColorBrewer, rgdal (>= 0.8-7), rgeos (>= 0.3-13), gstat,
maptools, deldir",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
spacetime,/usr/local/lib/R/site-library,1.2-2,NA,R (>= 3.0.0),"graphics, utils, stats, methods, lattice, sp (>= 1.1-0), zoo
(>= 1.7-9), xts (>= 0.8-8), intervals",NA,"adehabitatLT, cshapes, diveMove, foreign, gstat (>= 1.0-16),
maps, mapdata, maptools, plm, raster, RColorBrewer, rgdal,
rgeos, RPostgreSQL, knitr, googleVis, ISOcodes",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
spam,/usr/local/lib/R/site-library,2.2-2,NA,"R (>= 3.1), dotCall64, grid, methods",NA,NA,"spam64, fields, SparseM, Matrix, testthat, R.rsp, truncdist,
knitr, rmarkdown",NA,LGPL-2 | BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.1
spam64,/usr/local/lib/R/site-library,2.2-2,NA,NA,NA,NA,spam (== 2.2-2),NA,LGPL-2 | BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.1
SparseM,/usr/local/lib/R/site-library,1.77,NA,"R (>= 2.15), methods","graphics, stats, utils",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
spData,/usr/local/lib/R/site-library,0.3.0,NA,R (>= 3.3.0),NA,NA,"foreign, maptools, raster, rgdal, sf, sp, spDataLarge (>=
0.3.0), spdep",NA,CC0,NA,NA,NA,NA,no,3.6.1
speedglm,/usr/local/lib/R/site-library,0.3-2,NA,"Matrix, MASS","methods, stats",NA,NA,NA,GPL,NA,NA,NA,NA,no,3.6.1
SpiecEasi,/usr/local/lib/R/site-library,0.1.3,NA,"R (>= 3.0.0),","huge,
MASS,
VGAM,
Matrix",NA,"parallel,
boot,
phyloseq,
testthat",NA,getOptions('devtools.desc.license'),NA,NA,NA,NA,NA,3.4.3
splancs,/usr/local/lib/R/site-library,2.01-40,NA,"R (>= 2.10.0), sp (>= 0.9)","stats, graphics, grDevices, methods",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
spls,/usr/local/lib/R/site-library,2.2-3,NA,R (>= 2.14),"MASS, nnet, parallel, pls",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
SQUAREM,/usr/local/lib/R/site-library,2017.10-1,NA,R (>= 3.0),NA,NA,setRNG,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
stabledist,/usr/local/lib/R/site-library,0.7-1,NA,R (>= 3.1.0),stats,NA,"Matrix, fBasics, FMStable, RUnit, Rmpfr, sfsmisc",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
stabs,/usr/local/lib/R/site-library,0.6-3,NA,"R (>= 2.14.0), methods, stats, parallel","graphics, grDevices, utils",NA,"glmnet, lars, mboost (> 2.3-0), gamboostLSS (>= 1.2-0), QUIC,
TH.data, hdi, testthat, knitr, rmarkdown, igraph, huge",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
StanHeaders,/usr/local/lib/R/site-library,2.18.1-10,NA,R (>= 3.4.0),NA,NA,"Rcpp, RcppEigen, BH, knitr (>= 1.15.1), rmarkdown, Matrix,
methods, rstan",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.1
stargazer,/usr/local/lib/R/site-library,5.2.2,NA,NA,"stats, utils",NA,NA,"AER, betareg, brglm, censReg, dynlm, eha, erer, ergm, fGarch,
gee, glmx, gmm, lfe, lme4, lmtest, MASS, mclogit, mgcv, mlogit,
mnlogit, nlme, nnet, ordinal, plm, pscl, quantreg, rms,
relevent, robustbase, sampleSelection, spdep, survey, survival,
Zelig",GPL (>= 2),NA,NA,NA,NA,no,3.6.1
statisticalModeling,/usr/local/lib/R/site-library,0.3.0,NA,"R (>= 3.1), ggplot2","lazyeval, rpart, mosaic, magrittr",NA,"dplyr, testthat, mosaicData, knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.4.2
statmod,/usr/local/lib/R/site-library,1.4.32,NA,R (>= 3.0.0),"stats, graphics",NA,"MASS, tweedie",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.1
statnet.common,/usr/local/lib/R/site-library,4.3.0,NA,R (>= 3.5),"utils, methods, coda, parallel, tools",NA,covr,NA,GPL-3 + file LICENSE,NA,NA,NA,NA,yes,3.6.1
stinepack,/usr/local/lib/R/site-library,1.4,NA,NA,stats,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.1
stringdist,/usr/local/lib/R/site-library,0.9.5.2,NA,R (>= 2.15.3),parallel,NA,tinytest,NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
stringi,/usr/local/lib/R/site-library,1.4.3,NA,R (>= 2.14),"tools, utils, stats",NA,NA,NA,file LICENSE,yes,NA,NA,NA,yes,3.6.1
stringr,/usr/local/lib/R/site-library,1.4.0,NA,R (>= 3.1),"glue (>= 1.2.0), magrittr, stringi (>= 1.1.7)",NA,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat",NA,GPL-2 | file LICENSE,NA,NA,NA,NA,no,3.6.1
strucchange,/usr/local/lib/R/site-library,1.5-1,NA,"R (>= 2.10.0), zoo, sandwich","graphics, stats",NA,"stats4, car, dynlm, e1071, foreach, lmtest, mvtnorm, tseries",NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.1
subselect,/usr/local/lib/R/site-library,0.14,NA,NA,"MASS, ISwR, corpcor",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
SummarizedExperiment,/usr/local/lib/R/site-library,1.14.1,NA,"R (>= 3.2), methods, GenomicRanges (>= 1.33.6), Biobase,
DelayedArray (>= 0.3.20)","utils, stats, tools, Matrix, BiocGenerics (>= 0.15.3),
S4Vectors (>= 0.17.25), IRanges (>= 2.13.16), GenomeInfoDb (>=
1.13.1)",NA,"annotate, AnnotationDbi, hgu95av2.db, GenomicFeatures,
TxDb.Hsapiens.UCSC.hg19.knownGene, BiocStyle, knitr, rmarkdown,
digest, jsonlite, rhdf5, HDF5Array (>= 1.7.5), airway, RUnit,
testthat",NA,Artistic-2.0,NA,NA,NA,NA,no,3.6.1
superpc,/usr/local/lib/R/site-library,1.09,NA,survival,NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,NA,3.6.1
SuppDists,/usr/local/lib/R/site-library,1.1-9.4,NA,R (>= 3.3.0),NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
survey,/usr/local/lib/R/site-library,3.36,NA,"R (>= 3.1.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4)",NA,"foreign, MASS, KernSmooth, hexbin, RSQLite, RODBC, quantreg,
parallel, CompQuadForm, DBI",NA,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.1
